1	chr1
AADN04020274.1	chrUn_NT_476611v1
AADN04020296.1	chrUn_NT_476623v1
AADN04020287.1	chrUn_NT_476617v1
AADN04020288.1	chr1_NT_457546v1_random
AADN04020290.1	chrUn_NT_476618v1
AADN04020315.1	chr14_NT_462439v1_random
AADN04003835.1	chrZ_NT_463777v1_random
AADN04020291.1	chrUn_NT_476619v1
AADN04020353.1	chr2_NT_458817v1_random
AADN04020307.1	chrW_NT_463556v1_random
AADN04020292.1	chr1_NT_457547v1_random
AADN04020337.1	chr21_NT_462994v1_random
AADN04020294.1	chrUn_NT_476621v1
AADN04020298.1	chrUn_NT_476625v1
AADN04020295.1	chrUn_NT_476622v1
AADN04020299.1	chrUn_NT_476626v1
AADN04020310.1	chrUn_NT_476636v1
AADN04020306.1	chrUn_NT_476633v1
AADN04020313.1	chr4_NT_460300v1_random
AADN04020297.1	chrUn_NT_476624v1
AADN04020300.1	chrUn_NT_476627v1
AADN04020301.1	chrUn_NT_476628v1
AADN04020302.1	chrUn_NT_476629v1
AADN04020303.1	chrUn_NT_476630v1
AADN04020454.1	chrUn_NT_476737v1
AADN04020359.1	chr8_NT_461543v1_random
AADN04020304.1	chrUn_NT_476631v1
AADN04020305.1	chrUn_NT_476632v1
AADN04020309.1	chrUn_NT_476635v1
AADN04020312.1	chrUn_NT_476637v1
AADN04020333.1	chr2_NT_458816v1_random
AADN04020344.1	chrUn_NT_476659v1
AADN04020420.1	chr13_NT_462313v1_random
AADN04020314.1	chrUn_NT_476638v1
AADN04020316.1	chrUn_NT_476639v1
AADN04020318.1	chrUn_NT_476640v1
AADN04020319.1	chrUn_NT_476641v1
AADN04020320.1	chrUn_NT_476642v1
AADN04020331.1	chrUn_NT_476650v1
AADN04020403.1	chr7_NT_461272v1_random
AADN04020321.1	chrUn_NT_476643v1
AADN04020323.1	chrUn_NT_476644v1
AADN04020324.1	chr3_NT_459653v1_random
AADN04020326.1	chrUn_NT_476645v1
AADN04020327.1	chrUn_NT_476646v1
AADN04020450.1	chr28_NT_463413v1_random
AADN04020328.1	chrUn_NT_476647v1
AADN04020329.1	chrUn_NT_476648v1
AADN04020383.1	chr28_NT_463412v1_random
AADN04020398.1	chr10_NT_461838v1_random
AADN04020332.1	chrUn_NT_476651v1
AADN04020365.1	chr1_NT_457551v1_random
AADN04020336.1	chr1_NT_457549v1_random
AADN04020339.1	chrUn_NT_476654v1
AADN04020340.1	chrUn_NT_476655v1
AADN04020342.1	chrUn_NT_476657v1
AADN04020360.1	chr1_NT_457550v1_random
AADN04020330.1	chrUn_NT_476649v1
AADN04020345.1	chrUn_NT_476660v1
AADN04020343.1	chrUn_NT_476658v1
AADN04020338.1	chrUn_NT_476653v1
AADN04020346.1	chrUn_NT_476661v1
AADN04020348.1	chrUn_NT_476662v1
AADN04020350.1	chrUn_NT_476664v1
AADN04020358.1	chrUn_NT_476670v1
AADN04020371.1	chrUn_NT_476680v1
AADN04020379.1	chrUn_NT_476687v1
AADN04020349.1	chrUn_NT_476663v1
AADN04020368.1	chrUn_NT_476677v1
AADN04020341.1	chrUn_NT_476656v1
AADN04020362.1	chrUn_NT_476672v1
AADN04020352.1	chrUn_NT_476666v1
AADN04020354.1	chrUn_NT_476667v1
AADN04020355.1	chrUn_NT_476668v1
AADN04020356.1	chrUn_NT_476669v1
AADN04020372.1	chr2_NT_458818v1_random
AADN04020357.1	chr12_NT_462162v1_random
AADN04020443.1	chr4_NT_460303v1_random
AADN04020351.1	chrUn_NT_476665v1
AADN04020364.1	chrUn_NT_476674v1
AADN04020366.1	chrUn_NT_476675v1
AADN04020361.1	chrUn_NT_476671v1
AADN04020367.1	chrUn_NT_476676v1
AADN04020369.1	chrUn_NT_476678v1
AADN04020363.1	chrUn_NT_476673v1
AADN04020370.1	chrUn_NT_476679v1
AADN04020374.1	chrUn_NT_476682v1
AADN04020375.1	chrUn_NT_476683v1
AADN04020378.1	chrUn_NT_476686v1
AADN04020373.1	chrUn_NT_476681v1
AADN04020376.1	chrUn_NT_476684v1
AADN04020380.1	chrUn_NT_476688v1
AADN04020381.1	chrUn_NT_476689v1
AADN04020382.1	chr23_NT_463123v1_random
AADN04020491.1	chrUn_NT_476764v1
AADN04020384.1	chrUn_NT_476690v1
AADN04020385.1	chrUn_NT_476691v1
AADN04020386.1	chrUn_NT_476692v1
AADN04020387.1	chrUn_NT_476693v1
AADN04020414.1	chr3_NT_459654v1_random
AADN04020417.1	chrUn_NT_476716v1
AADN04020427.1	chr5_NT_460753v1_random
AADN04020388.1	chrUn_NT_476694v1
AADN04020396.1	chrUn_NT_476701v1
AADN04020451.1	chrUn_NT_476735v1
AADN04020389.1	chr1_NT_457552v1_random
AADN04020400.1	chr2_NT_458819v1_random
AADN04020390.1	chrUn_NT_476695v1
AADN04020399.1	chrUn_NT_476703v1
AADN04020453.1	chr28_NT_463414v1_random
AADN04020391.1	chrUn_NT_476696v1
AADN04020395.1	chrUn_NT_476700v1
AADN04020462.1	chr8_NT_461545v1_random
AADN04020392.1	chrUn_NT_476697v1
AADN04020393.1	chrUn_NT_476698v1
AADN04020397.1	chrUn_NT_476702v1
AADN04020377.1	chrUn_NT_476685v1
AADN04020394.1	chrUn_NT_476699v1
AADN04020418.1	chr5_NT_460752v1_random
AADN04020401.1	chrUn_NT_476704v1
AADN04020402.1	chrUn_NT_476705v1
AADN04020405.1	chrUn_NT_476707v1
AADN04020449.1	chr13_NT_462314v1_random
AADN04020404.1	chrUn_NT_476706v1
AADN04020406.1	chrUn_NT_476708v1
AADN04020407.1	chrUn_NT_476709v1
AADN04020421.1	chr4_NT_460301v1_random
AADN04020408.1	chrUn_NT_476710v1
AADN04020430.1	chr1_NT_457553v1_random
AADN04020410.1	chrUn_NT_476712v1
AADN04020412.1	chrUn_NT_476714v1
AADN04020435.1	chr15_NT_462531v1_random
AADN04020411.1	chrUn_NT_476713v1
KQ759737.1	chrUn_NT_476715v1
AADN04020445.1	chr17_NT_462637v1_random
AADN04020423.1	chr4_NT_460302v1_random
AADN04020437.1	chr8_NT_461544v1_random
AADN04020495.1	chr6_NT_461036v1_random
AADN04020419.1	chr14_NT_462440v1_random
AADN04020425.1	chrUn_NT_476719v1
AADN04020422.1	chrUn_NT_476717v1
AADN04020413.1	chr13_NT_462312v1_random
AADN04020424.1	chrUn_NT_476718v1
AADN04020426.1	chrUn_NT_476720v1
AADN04020429.1	chrUn_NT_476722v1
AADN04020436.1	chrUn_NT_476727v1
AADN04020444.1	chrUn_NT_476732v1
AADN04020473.1	chr3_NT_459658v1_random
AADN04009926.1	chrZ_NT_463965v1_random
AADN04020428.1	chrUn_NT_476721v1
AADN04020431.1	chrUn_NT_476723v1
AADN04020432.1	chrUn_NT_476724v1
AADN04020433.1	chrUn_NT_476725v1
AADN04020463.1	chr3_NT_459656v1_random
AADN04024015.1	chr17_NT_462650v1_random
AADN04003522.1	chrZ_NT_463765v1_random
AADN04020434.1	chrUn_NT_476726v1
AADN04020464.1	chr8_NT_461546v1_random
AADN04020470.1	chr7_NT_461273v1_random
AADN04020409.1	chrUn_NT_476711v1
AADN04020441.1	chrUn_NT_476731v1
AADN04020448.1	chrUn_NT_476734v1
AADN04024668.1	chrUn_NT_479509v1
AADN04020438.1	chrUn_NT_476728v1
AADN04020439.1	chrUn_NT_476729v1
AADN04020442.1	chr3_NT_459655v1_random
AADN04020446.1	chrUn_NT_476733v1
AADN04020447.1	chr1_NT_457554v1_random
AADN04020466.1	chr3_NT_459657v1_random
AADN04020482.1	chrUn_NT_476757v1
AADN04020552.1	chr11_NT_462004v1_random
AADN04020440.1	chrUn_NT_476730v1
AADN04020452.1	chrUn_NT_476736v1
AADN04020557.1	chr4_NT_460305v1_random
AADN04020456.1	chrUn_NT_476739v1
AADN04020455.1	chrUn_NT_476738v1
AADN04020468.1	chr4_NT_460304v1_random
AADN04020460.1	chrUn_NT_476743v1
AADN04020457.1	chrUn_NT_476740v1
AADN04020458.1	chrUn_NT_476741v1
AADN04020469.1	chrUn_NT_476747v1
AADN04020459.1	chrUn_NT_476742v1
AADN04020461.1	chrUn_NT_476744v1
AADN04020465.1	chrUn_NT_476745v1
AADN04020471.1	chrUn_NT_476748v1
AADN04020467.1	chrUn_NT_476746v1
AADN04007663.1	chrZ_NT_463909v1_random
AADN04020507.1	chr20_NT_462917v1_random
AADN04020526.1	chr13_NT_462315v1_random
AADN04020472.1	chrUn_NT_476749v1
AADN04020486.1	chr1_NT_457556v1_random
AADN04020474.1	chrUn_NT_476750v1
AADN04020476.1	chrUn_NT_476752v1
AADN04020477.1	chrUn_NT_476753v1
AADN04020475.1	chrUn_NT_476751v1
AADN04020478.1	chrUn_NT_476754v1
AADN04020479.1	chrUn_NT_476755v1
AADN04020480.1	chr1_NT_457555v1_random
AADN04020530.1	chr3_NT_459660v1_random
AADN04020483.1	chrUn_NT_476758v1
AADN04020481.1	chrUn_NT_476756v1
AADN04020484.1	chrUn_NT_476759v1
AADN04020492.1	chrUn_NT_476765v1
AADN04020487.1	chrUn_NT_476761v1
AADN04020536.1	chrUn_NT_476802v1
AADN04020485.1	chrUn_NT_476760v1
AADN04020488.1	chr20_NT_462916v1_random
AADN04020489.1	chrUn_NT_476762v1
AADN04020493.1	chrUn_NT_476766v1
AADN04020499.1	chrUn_NT_476771v1
AADN04020554.1	chr1_NT_457558v1_random
AADN04020506.1	chrUn_NT_476777v1
AADN04020490.1	chrUn_NT_476763v1
AADN04020496.1	chrUn_NT_476768v1
AADN04020497.1	chrUn_NT_476769v1
AADN04020494.1	chrUn_NT_476767v1
AADN04020510.1	chr1_NT_457557v1_random
AADN04020572.1	chr4_NT_460306v1_random
AADN04020498.1	chrUn_NT_476770v1
AADN04020500.1	chrUn_NT_476772v1
AADN04020509.1	chrUn_NT_476779v1
AADN04020501.1	chrUn_NT_476773v1
AADN04020502.1	chrUn_NT_476774v1
AADN04020503.1	chr3_NT_459659v1_random
AADN04020504.1	chrUn_NT_476775v1
AADN04020505.1	chrUn_NT_476776v1
AADN04020508.1	chrUn_NT_476778v1
AADN04020514.1	chrUn_NT_476783v1
AADN04020537.1	chr5_NT_460754v1_random
AADN04020584.1	chr6_NT_461037v1_random
AADN04020511.1	chrUn_NT_476780v1
AADN04020512.1	chrUn_NT_476781v1
AADN04020513.1	chrUn_NT_476782v1
AADN04020515.1	chrUn_NT_476784v1
AADN04020516.1	chrUn_NT_476785v1
AADN04020548.1	chr5_NT_460755v1_random
AADN04020517.1	chrUn_NT_476786v1
AADN04020518.1	chrUn_NT_476787v1
AADN04020538.1	chr2_NT_458820v1_random
AADN04020519.1	chrUn_NT_476788v1
AADN04020520.1	chrUn_NT_476789v1
AADN04020564.1	chrUn_NT_476822v1
AADN04020600.1	chr10_NT_461839v1_random
AADN04020521.1	chrUn_NT_476790v1
AADN04020524.1	chrUn_NT_476793v1
AADN04020522.1	chrUn_NT_476791v1
AADN04020523.1	chrUn_NT_476792v1
AADN04020573.1	chr3_NT_459663v1_random
AADN04020595.1	chrUn_NT_476840v1
AADN04020529.1	chrUn_NT_476797v1
AADN04020525.1	chrUn_NT_476794v1
AADN04020527.1	chrUn_NT_476795v1
AADN04020528.1	chrUn_NT_476796v1
AADN04020531.1	chrUn_NT_476798v1
AADN04020532.1	chrUn_NT_476799v1
AADN04020535.1	chrUn_NT_476801v1
AADN04020534.1	chrUn_NT_476800v1
AADN04020545.1	chr2_NT_458821v1_random
AADN04020603.1	chr4_NT_460308v1_random
AADN04020533.1	chr3_NT_459661v1_random
AADN04020626.1	chr8_NT_461547v1_random
AADN04020615.1	chrUn_NT_476853v1
AADN04020539.1	chrUn_NT_476803v1
AADN04020540.1	chrUn_NT_476804v1
AADN04020541.1	chrUn_NT_476805v1
AADN04020598.1	chr6_NT_461038v1_random
AADN04020542.1	chrUn_NT_476806v1
AADN04020560.1	chr1_NT_457559v1_random
AADN04020622.1	chrUn_NT_476860v1
AADN04020543.1	chrUn_NT_476807v1
AADN04020544.1	chrUn_NT_476808v1
AADN04020566.1	chr12_NT_462163v1_random
AADN04020547.1	chrUn_NT_476810v1
AADN04020585.1	chr2_NT_458824v1_random
AADN04020549.1	chrUn_NT_476811v1
AADN04020550.1	chrUn_NT_476812v1
AADN04020551.1	chrUn_NT_476813v1
AADN04020553.1	chrUn_NT_476814v1
AADN04020589.1	chr20_NT_462918v1_random
AADN04020555.1	chrUn_NT_476815v1
AADN04020556.1	chrUn_NT_476816v1
AADN04020561.1	chrUn_NT_476819v1
AADN04020568.1	chr2_NT_458822v1_random
AADN04020558.1	chrUn_NT_476817v1
AADN04020652.1	chr1_NT_457565v1_random
AADN04020546.1	chrUn_NT_476809v1
AADN04020559.1	chrUn_NT_476818v1
AADN04020570.1	chr1_NT_457560v1_random
AADN04020562.1	chrUn_NT_476820v1
AADN04020563.1	chrUn_NT_476821v1
AADN04020565.1	chrUn_NT_476823v1
AADN04020580.1	chrUn_NT_476832v1
AADN04020627.1	chr10_NT_461840v1_random
AADN04020567.1	chrUn_NT_476824v1
AADN04020569.1	chr3_NT_459662v1_random
AADN04020648.1	chr10_NT_461841v1_random
AADN04020571.1	chrUn_NT_476825v1
AADN04020581.1	chr2_NT_458823v1_random
AADN04020587.1	chr3_NT_459664v1_random
AADN04020574.1	chrUn_NT_476826v1
AADN04024022.1	chr19_NT_462794v1_random
AADN04020575.1	chrUn_NT_476827v1
AADN04020576.1	chrUn_NT_476828v1
AADN04020578.1	chrUn_NT_476830v1
AADN04020590.1	chr3_NT_459665v1_random
AADN04020624.1	chr1_NT_457563v1_random
AADN04020577.1	chrUn_NT_476829v1
AADN04020579.1	chrUn_NT_476831v1
AADN04020591.1	chrUn_NT_476836v1
AADN04020592.1	chrUn_NT_476837v1
AADN04020582.1	chrUn_NT_476833v1
AADN04020583.1	chrUn_NT_476834v1
AADN04020586.1	chr4_NT_460307v1_random
AADN04020612.1	chrUn_NT_476850v1
AADN04020607.1	chr1_NT_457561v1_random
AADN04020662.1	chr1_NT_457566v1_random
AADN04020628.1	chr6_NT_461039v1_random
AADN04020588.1	chrUn_NT_476835v1
AADN04020597.1	chrUn_NT_476842v1
AADN04020593.1	chrUn_NT_476838v1
AADN04020604.1	chr5_NT_460756v1_random
AADN04020609.1	chrUn_NT_476849v1
AADN04020596.1	chrUn_NT_476841v1
AADN04024520.1	chrUn_NT_479361v1
AADN04020594.1	chrUn_NT_476839v1
AADN04020599.1	chrUn_NT_476843v1
AADN04020601.1	chrUn_NT_476844v1
AADN04020602.1	chrUn_NT_476845v1
AADN04020605.1	chrUn_NT_476846v1
AADN04020606.1	chrUn_NT_476847v1
AADN04020623.1	chr2_NT_458825v1_random
AADN04020608.1	chrUn_NT_476848v1
AADN04020611.1	chr1_NT_457562v1_random
AADN04020685.1	chr3_NT_459668v1_random
AADN04020613.1	chrUn_NT_476851v1
AADN04020614.1	chrUn_NT_476852v1
AADN04020688.1	chrUn_NT_476904v1
AADN04020616.1	chrUn_NT_476854v1
AADN04020618.1	chrUn_NT_476856v1
AADN04020651.1	chr3_NT_459666v1_random
AADN04007125.1	chrZ_NT_463893v1_random
AADN04020617.1	chrUn_NT_476855v1
AADN04020619.1	chrUn_NT_476857v1
AADN04024535.1	chrUn_NT_479376v1
AADN04020620.1	chrUn_NT_476858v1
AADN04020621.1	chrUn_NT_476859v1
AADN04020625.1	chrUn_NT_476861v1
AADN04020629.1	chrUn_NT_476862v1
AADN04020630.1	chrUn_NT_476863v1
AADN04020632.1	chrUn_NT_476865v1
AADN04020633.1	chr11_NT_462005v1_random
AADN04020634.1	chrUn_NT_476866v1
AADN04020638.1	chrUn_NT_476869v1
AADN04020631.1	chrUn_NT_476864v1
AADN04020635.1	chrUn_NT_476867v1
AADN04020669.1	chrUn_NT_476892v1
AADN04020636.1	chr14_NT_462441v1_random
AADN04020637.1	chrUn_NT_476868v1
AADN04020639.1	chrUn_NT_476870v1
AADN04020678.1	chr3_NT_459667v1_random
AADN04020686.1	chr1_NT_457570v1_random
AADN04020640.1	chr1_NT_457564v1_random
AADN04020654.1	chrUn_NT_476881v1
AADN04020665.1	chrUn_NT_476890v1
AADN04020641.1	chrUn_NT_476871v1
AADN04020642.1	chrUn_NT_476872v1
AADN04020644.1	chrUn_NT_476874v1
AADN04020682.1	chr4_NT_460310v1_random
AADN04020643.1	chrUn_NT_476873v1
AADN04020645.1	chrUn_NT_476875v1
AADN04020646.1	chrUn_NT_476876v1
AADN04020650.1	chrUn_NT_476879v1
AADN04020649.1	chrUn_NT_476878v1
AADN04020667.1	chr1_NT_457569v1_random
AADN04020653.1	chrUn_NT_476880v1
AADN04020687.1	chr1_NT_457571v1_random
AADN04020647.1	chrUn_NT_476877v1
AADN04020659.1	chrUn_NT_476886v1
AADN04020610.1	chr4_NT_460309v1_random
AADN04020656.1	chrUn_NT_476883v1
AADN04020690.1	chr15_NT_462532v1_random
AADN04020657.1	chrUn_NT_476884v1
AADN04020658.1	chrUn_NT_476885v1
AADN04020661.1	chrUn_NT_476888v1
AADN04020700.1	chr4_NT_460311v1_random
AADN04020702.1	chr1_NT_457573v1_random
AADN04020655.1	chrUn_NT_476882v1
AADN04020660.1	chrUn_NT_476887v1
AADN04020663.1	chr1_NT_457567v1_random
AADN04020683.1	chr2_NT_458826v1_random
AADN04020664.1	chrUn_NT_476889v1
AADN04020693.1	chr1_NT_457572v1_random
AADN04020750.1	chr6_NT_461041v1_random
AADN04020668.1	chrUn_NT_476891v1
AADN04020749.1	chr8_NT_461548v1_random
AADN04020670.1	chrUn_NT_476893v1
AADN04020672.1	chrUn_NT_476895v1
AADN04020676.1	chrUn_NT_476899v1
AADN04020848.1	chr2_NT_458834v1_random
AADN04020671.1	chrUn_NT_476894v1
AADN04020674.1	chrUn_NT_476897v1
AADN04020675.1	chrUn_NT_476898v1
AADN04020694.1	chr2_NT_458827v1_random
AADN04020722.1	chrUn_NT_476928v1
AADN04020729.1	chr2_NT_458830v1_random
AADN04020666.1	chr1_NT_457568v1_random
AADN04020673.1	chrUn_NT_476896v1
AADN04020677.1	chrUn_NT_476900v1
AADN04020679.1	chrUn_NT_476901v1
AADN04020684.1	chrUn_NT_476903v1
AADN04020717.1	chr14_NT_462442v1_random
AADN04020689.1	chrUn_NT_476905v1
AADN04020691.1	chrUn_NT_476906v1
AADN04020692.1	chrUn_NT_476907v1
AADN04020695.1	chrUn_NT_476908v1
AADN04020696.1	chrUn_NT_476909v1
AADN04020697.1	chrUn_NT_476910v1
AADN04020708.1	chr2_NT_458828v1_random
AADN04020680.1	chrUn_NT_476902v1
AADN04020698.1	chrUn_NT_476911v1
AADN04020699.1	chrUn_NT_476912v1
AADN04020703.1	chrUn_NT_476913v1
AADN04020704.1	chrUn_NT_476914v1
AADN04020705.1	chrUn_NT_476915v1
AADN04020706.1	chrUn_NT_476916v1
AADN04020707.1	chrUn_NT_476917v1
AADN04020726.1	chr9_NT_461705v1_random
AADN04020710.1	chrUn_NT_476918v1
AADN04020732.1	chrUn_NT_476935v1
AADN04020709.1	chr4_NT_460312v1_random
AADN04020756.1	chr12_NT_462164v1_random
AADN04020711.1	chrUn_NT_476919v1
AADN04020712.1	chrUn_NT_476920v1
AADN04020740.1	chr2_NT_458831v1_random
AADN04020715.1	chrUn_NT_476922v1
AADN04020719.1	chrUn_NT_476925v1
AADN04020720.1	chrUn_NT_476926v1
AADN04020714.1	chr6_NT_461040v1_random
AADN04020718.1	chrUn_NT_476924v1
AADN04020713.1	chrUn_NT_476921v1
AADN04020716.1	chrUn_NT_476923v1
AADN04020721.1	chrUn_NT_476927v1
AADN04020727.1	chr2_NT_458829v1_random
AADN04020723.1	chrUn_NT_476929v1
AADN04020724.1	chrUn_NT_476930v1
AADN04020725.1	chrUn_NT_476931v1
AADN04010094.1	chrZ_NT_463970v1_random
AADN04020728.1	chrUn_NT_476932v1
AADN04020730.1	chrUn_NT_476933v1
AADN04020733.1	chrUn_NT_476936v1
AADN04020731.1	chrUn_NT_476934v1
AADN04020737.1	chrUn_NT_476940v1
AADN04020734.1	chrUn_NT_476937v1
AADN04020735.1	chrUn_NT_476938v1
AADN04020736.1	chrUn_NT_476939v1
AADN04020738.1	chrUn_NT_476941v1
AADN04020701.1	chr20_NT_462919v1_random
AADN04020739.1	chrUn_NT_476942v1
AADN04020751.1	chr3_NT_459669v1_random
AADN04020776.1	chr2_NT_458832v1_random
AADN04020741.1	chrUn_NT_476943v1
AADN04020784.1	chr5_NT_460759v1_random
AADN04020743.1	chrUn_NT_476945v1
AADN04020764.1	chr5_NT_460757v1_random
AADN04020744.1	chr14_NT_462443v1_random
AADN04020745.1	chrUn_NT_476946v1
AADN04020742.1	chrUn_NT_476944v1
AADN04020746.1	chrUn_NT_476947v1
AADN04020752.1	chrUn_NT_476950v1
AADN04004413.1	chrZ_NT_463801v1_random
AADN04020747.1	chrUn_NT_476948v1
AADN04020758.1	chrUn_NT_476954v1
AADN04020748.1	chrUn_NT_476949v1
AADN04020754.1	chr11_NT_462006v1_random
AADN04020767.1	chr10_NT_461842v1_random
AADN04020755.1	chrUn_NT_476952v1
AADN04020753.1	chrUn_NT_476951v1
AADN04020813.1	chrUn_NT_476994v1
AADN04014316.1	chrZ_NT_464047v1_random
AADN04020757.1	chrUn_NT_476953v1
AADN04020794.1	chr3_NT_459671v1_random
AADN04020759.1	chrUn_NT_476955v1
AADN04020760.1	chrUn_NT_476956v1
AADN04020768.1	chrUn_NT_476962v1
AADN04020769.1	chr3_NT_459670v1_random
AADN04020877.1	chr13_NT_462316v1_random
AADN04020761.1	chrUn_NT_476957v1
AADN04020762.1	chrUn_NT_476958v1
AADN04020763.1	chrUn_NT_476959v1
AADN04020781.1	chr10_NT_461843v1_random
AADN04020807.1	chr4_NT_460314v1_random
AADN04020872.1	chr2_NT_458836v1_random
AADN04020790.1	chr5_NT_460760v1_random
AADN04020795.1	chr10_NT_461844v1_random
AADN04020814.1	chr4_NT_460315v1_random
AADN04020826.1	chr5_NT_460761v1_random
AADN04020765.1	chrUn_NT_476960v1
AADN04020786.1	chr17_NT_462638v1_random
AADN04020815.1	chr1_NT_457574v1_random
AADN04020766.1	chrUn_NT_476961v1
AADN04020770.1	chrUn_NT_476963v1
AADN04020771.1	chrUn_NT_476964v1
AADN04020772.1	chrUn_NT_476965v1
AADN04020773.1	chrUn_NT_476966v1
AADN04020774.1	chrUn_NT_476967v1
AADN04020775.1	chrUn_NT_476968v1
AADN04020817.1	chr1_NT_457575v1_random
AADN04020827.1	chr1_NT_457576v1_random
AADN04020777.1	chrUn_NT_476969v1
AADN04020924.1	chr1_NT_457587v1_random
AADN04020778.1	chrUn_NT_476970v1
AADN04020787.1	chrUn_NT_476975v1
AADN04020791.1	chrUn_NT_476977v1
AADN04020779.1	chrUn_NT_476971v1
AADN04020798.1	chrUn_NT_476981v1
AADN04020780.1	chrUn_NT_476972v1
AADN04020783.1	chrUn_NT_476973v1
AADN04020785.1	chrUn_NT_476974v1
AADN04020881.1	chr7_NT_461275v1_random
AADN04020788.1	chr23_NT_463124v1_random
AADN04020793.1	chrUn_NT_476979v1
AADN04020802.1	chr2_NT_458833v1_random
AADN04020789.1	chrUn_NT_476976v1
AADN04020792.1	chrUn_NT_476978v1
AADN04020797.1	chrUn_NT_476980v1
AADN04020799.1	chrUn_NT_476982v1
AADN04020803.1	chrUn_NT_476985v1
AADN04020782.1	chr5_NT_460758v1_random
AADN04020801.1	chrUn_NT_476984v1
AADN04020800.1	chrUn_NT_476983v1
AADN04009894.1	chrZ_NT_463964v1_random
AADN04020796.1	chr4_NT_460313v1_random
AADN04020805.1	chrUn_NT_476987v1
AADN04020840.1	chrUn_NT_477013v1
AADN04020875.1	chr2_NT_458837v1_random
AADN04020804.1	chrUn_NT_476986v1
AADN04020806.1	chrUn_NT_476988v1
AADN04020808.1	chrUn_NT_476989v1
AADN04020810.1	chrUn_NT_476991v1
AADN04020809.1	chrUn_NT_476990v1
AADN04020811.1	chrUn_NT_476992v1
AADN04020812.1	chrUn_NT_476993v1
AADN04020863.1	chrUn_NT_477029v1
AADN04020820.1	chrUn_NT_476997v1
AADN04020883.1	chr1_NT_457580v1_random
AADN04020816.1	chr4_NT_460316v1_random
AADN04020819.1	chrUn_NT_476996v1
AADN04020834.1	chrUn_NT_477008v1
AADN04020857.1	chr2_NT_458835v1_random
AADN04020818.1	chrUn_NT_476995v1
AADN04020821.1	chrUn_NT_476998v1
AADN04020822.1	chrUn_NT_476999v1
AADN04020829.1	chrUn_NT_477003v1
AADN04020847.1	chr6_NT_461042v1_random
AADN04020823.1	chrUn_NT_477000v1
AADN04020880.1	chr6_NT_461043v1_random
AADN04020825.1	chrUn_NT_477001v1
AADN04020832.1	chrUn_NT_477006v1
AADN04020835.1	chrUn_NT_477009v1
AADN04020828.1	chrUn_NT_477002v1
AADN04020831.1	chrUn_NT_477005v1
AADN04020833.1	chrUn_NT_477007v1
AADN04020888.1	chr1_NT_457581v1_random
AADN04020836.1	chr4_NT_460317v1_random
AADN04020841.1	chr8_NT_461549v1_random
AADN04020851.1	chr1_NT_457578v1_random
AADN04020837.1	chrUn_NT_477010v1
AADN04020838.1	chrUn_NT_477011v1
AADN04020839.1	chrUn_NT_477012v1
AADN04020842.1	chrUn_NT_477014v1
AADN04020870.1	chr4_NT_460318v1_random
AADN04020830.1	chrUn_NT_477004v1
AADN04020855.1	chrUn_NT_477022v1
AADN04020843.1	chrUn_NT_477015v1
AADN04020844.1	chrUn_NT_477016v1
AADN04020859.1	chrUn_NT_477025v1
AADN04020869.1	chr1_NT_457579v1_random
AADN04020892.1	chr1_NT_457582v1_random
AADN04020850.1	chr1_NT_457577v1_random
AADN04020929.1	chr14_NT_462444v1_random
AADN04020845.1	chr7_NT_461274v1_random
AADN04020846.1	chrUn_NT_477017v1
AADN04020849.1	chrUn_NT_477018v1
AADN04020893.1	chr2_NT_458838v1_random
AADN04009213.1	chrZ_NT_463953v1_random
AADN04020852.1	chrUn_NT_477019v1
AADN04020853.1	chrUn_NT_477020v1
AADN04020854.1	chrUn_NT_477021v1
AADN04020856.1	chrUn_NT_477023v1
AADN04020903.1	chr4_NT_460319v1_random
AADN04020858.1	chrUn_NT_477024v1
AADN04020860.1	chrUn_NT_477026v1
AADN04020861.1	chrUn_NT_477027v1
AADN04020862.1	chrUn_NT_477028v1
AADN04020866.1	chrUn_NT_477032v1
AADN04020874.1	chrUn_NT_477036v1
AADN04020967.1	chr22_NT_463070v1_random
AADN04020865.1	chrUn_NT_477031v1
AADN04020922.1	chr13_NT_462318v1_random
AADN04020868.1	chr24_NT_463184v1_random
AADN04020867.1	chrUn_NT_477033v1
AADN04020900.1	chrUn_NT_477053v1
AADN04020925.1	chr1_NT_457588v1_random
AADN04020946.1	chrUn_NT_477079v1
AADN04020959.1	chr2_NT_458839v1_random
AADN04020864.1	chrUn_NT_477030v1
AADN04020873.1	chrUn_NT_477035v1
AADN04020887.1	chrUn_NT_477043v1
AADN04020920.1	chr3_NT_459672v1_random
AADN04020879.1	chrUn_NT_477039v1
AADN04020882.1	chrUn_NT_477040v1
AADN04020942.1	chr15_NT_462533v1_random
AADN04020871.1	chrUn_NT_477034v1
AADN04020876.1	chrUn_NT_477037v1
AADN04020878.1	chrUn_NT_477038v1
AADN04020884.1	chr13_NT_462317v1_random
AADN04020913.1	chr1_NT_457585v1_random
AADN04020885.1	chrUn_NT_477041v1
AADN04020886.1	chrUn_NT_477042v1
AADN04020889.1	chrUn_NT_477044v1
AADN04020898.1	chrUn_NT_477051v1
AADN04020890.1	chrUn_NT_477045v1
AADN04020891.1	chrUn_NT_477046v1
AADN04020910.1	chr1_NT_457584v1_random
AADN04020938.1	chr7_NT_461277v1_random
AADN04020894.1	chrUn_NT_477047v1
AADN04020895.1	chrUn_NT_477048v1
